usage_id,customer_id,product_type,monthly_balance,num_products,date
99,15625641,Credit Card,32859.61,2,2025/12/28
100,15714397,Investment,50064.16,2,2026/02/10
101,15592089,,438.42,2,2026/02/12
102,15778368,loan,162107.63,1,2026/08/03
103,15727499,Loan,44272.85,2,2026/01/30
104,15593976,Checking,28119.34,4,2026/09/01
105,15684865,Credit Card,117925.33,1,2026/01/17
106,15728474,Savings,99565.69,1,2026/07/09
107,15586236,Loan,42350.88,3,2026/07/30
108,15687626,Loan ,454.86,2,2026/03/24
109,15629133,Loan,,2,2026/01/19
110,15800326,Checking,533.07,2,2026/04/18
111,15750921,Loan,68578.06,2,2026/03/07
112,15634373,Investment,1224.46,2,2026/06/30
113,15724632,,664.36,2,2026/05/27
114,15655774,Investment,546.66,2,2026/04/21
115,15793478,loan,112482.75,1,2026/04/02
116,15569120,Savings,579.98,2,2025/11/27
117,15625905,Savings,1048.3,2,2025/12/06
118,15578435,Checking,114416.77,1,2025/09/14
119,15636388,CREDIT CARD,111537.09,3,2025/11/06
120,15718773,Savings,78.59,2,2026/01/01
121,15806511,Loan,939.84,2,2026/08/07
122,15668472,Savings,86846.0,2,2026/01/09
123,15609637,Checking,409.38,2,2026/08/27
124,15788442,Investment,122105.64,1,2025/10/13
125,15659366,Credit Card,55530.96,2,2025/12/19
126,15744423,Investment,130.73,2,2025/11/27
127,15755405,Loan,173376.74,1,2026/03/25
128,15746190,Checking,279.43,2,2025/10/25
129,15572956,Loan,,1,2025/10/21
130,15769917,Credit Card,55366.08,3,2025/10/05
131,15774127,Loan,899.22,2,2026/05/03
132,15799966,Loan,144197.59,1,2026/06/10
133,15678571,Checking,469.27,2,2025/09/30
134,15728963,Savings,146905.32,1,2025/09/16
135,15675522,Credit Card,89303.81,2,2026/03/25
136,15769353,Checking,206121.63,1,2026/05/29
137,15681007,Savings,30440.92,4,2025/10/15
138,15672115,Investment,1051.08,2,2025/10/26
139,15698294,Credit Card,795.21,2,2026/01/15
140,15600086,Investment,179963.61,1,2026/07/16
141,15756926,Investment,43527.74,2,2025/11/21
142,15772650,Credit Card,151669.47,1,2025/10/16
143,15715941,Investment,71.65,2,2026/08/04
144,15677387,Investment,83224.2,1,2026/03/21
145,15645839,,447.68,1,2026/02/08
146,15658577,Investment,33973.12,3,2025/12/29
147,15605327,Savings,462.15,2,2026/01/07
148,15611973,Savings,142.36,2,2026/01/26
149,15735572,Savings,107547.36,1,2026/04/17
150,15589358,Loan,11333345.17,2,2026/07/20
151,15814468,Checking,179620.77,1,2025/11/06
152,15622911,Investment,109353.28,1,2025/11/09
153,15609824,Checking,42159.43,3,2026/05/30
154,15776047,Checking,539.08,2,2025/11/29
155,15688085,Credit Card,251349.81,1,2025/09/17
156,15606836,Loan,94465.08,1,2025/09/20
157,15726058,Loan,42076.23,2,2026/08/08
158,15798200,Credit Card,757.05,3,2026/03/04
159,15620746,CHECKING,28061302.42,1,2026/02/16
160,15677785,Loan,0.0,1,2026/05/04
161,15647295,Loan,316.17,2,2026/04/30
162,15781495,Savings,81360.93,2,2026/06/06
163,15569264,Loan,248375.17,1,2026/01/20
164,15791535,Loan,126300.32,1,2026/06/10
165,15700772,Loan,224.61,2,2026/04/18
166,15619116,Credit Card,117.56,2,2025/11/11
167,15765048,Loan,89.77,2,2026/08/26
168,15812832,Savings,66983.69,2,2026/06/06
169,15701392,Checking,227.13,2,2025/12/02
170,15777217,Loan,421.2,4,2026/07/02
171,15672016,Loan,,2,2026/07/05
172,15811032,Credit Card,126245.89,1,2026/04/24
173,15797736,Checking ,,1,2026/07/23
174,15720847,Investment,61.61,2,2026/07/25
175,15694601,Investment,129711.62,1,2026/06/18
176,15711299,Credit Card,87355.82,1,2026/04/13
177,15729718,Savings,505.85,3,2026/05/29
178,15745399,Loan,911.36,1,2026/07/27
179,15790809,Checking,66177.15,1,2026/07/27
180,15582016,Credit Card,31381.51,2,2026/06/03
181,15682540,Credit Card,428.5,2,2026/02/08
182,15602043,Investment,98721.3,2,2026/02/27
183,15616833,Checking ,1287.49,2,2026/05/07
184,15736510,Loan,521.67,3,2026/06/06
185,15583681,Savings,22020.71,2,2025/12/28
186,15696539,Loan,176372.74,1,2025/10/18
187,15804104,Loan,53631.36,2,2026/04/17
188,15605872,Investment,,1,2026/02/07
189,15765258,Loan,786.45,2,2026/03/09
190,15813916,Credit Card,114408.84,1,2026/04/02
191,15749489,Savings,83742.49,1,2026/01/14
192,15787026,Checking,98875.69,2,2025/11/21
193,15810010,Credit Card,89074.96,2,2026/02/05
194,15627365,Credit Card,1075.89,2,2025/09/08
195,15770474,Loan,56.08,3,2025/09/03
196,15583724,Checking,348.1,2,2026/05/28
197,15799186,Checking,428.42,2,2025/11/11
198,15589358,Savings,38238.36,2,2026/02/26
199,15692408,Credit Card,550.93,2,2026/01/27
200,15747014,LOAN,103149.19,1,2026/05/01
201,15686219,Loan,43522.25,2,2026/06/03
202,15660535,Savings,87.48,2,2025/09/07
203,15800961,Loan,53028.68,2,2026/08/21
204,15783030,Credit Card,536.01,3,2026/05/12
205,15787026,Loan,125991.2,2,2026/05/05
206,15803842,Investment,-661.9,2,2026/02/03
207,15573152,Loan,191.8,2,2025/09/07
208,15811490,Credit Card,571.03,2,2026/04/11
209,15642885,Checking,-3706.16,2,2026/01/30
210,15644788,Investment,,2,2026/07/05
211,15775430,Savings,84584.27,2,2025/12/30
212,15765520,Checking,290592.03,1,2025/09/06
213,15782468,Credit Card,42336.84,2,2026/06/10
214,15797475,Savings,41144.05,1,2026/03/13
215,15627840,Checking,953.77,1,2025/12/08
216,15590201,Checking,1140.82,4,2026/04/01
217,15686718,Credit Card,115229.34,1,2026/06/17
218,15667554,Savings,1328.94,2,2026/04/14
219,15616922,Investment,862.88,2,2026/03/24
220,15814930,Savings,114551.7,1,2026/01/08
221,15702968,Checking,135592.34,1,2025/11/25
222,15632344,CHECKING,59084.89,2,2026/07/30
223,15794101,Investment,762.71,2,2026/03/21
224,15634949,Credit Card,79190.41,2,2026/03/15
225,15752342,Credit Card,66116.48,3,2025/12/24
226,15804814,Savings ,283.09,2,2026/01/15
227,15618401,Savings,64895.0,2,2025/10/13
228,15653050,Loan,94893.73,1,2026/04/07
229,15624451,Loan,1199.87,2,2026/07/20
230,15677921,Loan,65871.83,2,2026/01/03
231,15789582,Checking,1384.86,1,2026/05/25
232,15607133,Loan,65937.24,2,2026/07/13
233,15571995,Investment,45920.74,2,2026/08/24
234,15685947,Loan,24840.72,2,2026/08/19
235,15732438,Checking,44.19,4,2026/01/20
236,15735549,Investment,48504.56,2,2026/01/26
237,15728352,Savings,63244.24,1,2026/08/01
238,15614778,Credit Card,291.9,2,2026/06/02
239,15628303,Checking,-4932.44,1,2026/01/18
240,15765806,Savings,218322.51,1,2026/04/02
241,15623502,Checking,94983.53,1,2025/12/08
242,15695792,Checking,795.68,1,2025/10/08
243,15715078,Investment,68568.98,2,2025/12/05
244,15742091,Savings,99821.67,1,2025/11/11
245,15673877,Checking,632.07,3,2026/01/29
246,15725302,Savings,38.71,2,2025/10/29
247,15810432,Savings,56.37,2,2026/07/26
248,15611325,,32505.64,2,2026/04/24
249,15700801,Checking,39720.68,3,2026/07/16
250,15750121,Credit Card,53.8,1,2026/04/22
251,15744398,Loan,1124.96,2,2026/01/20
252,15627328,Loan,517.29,2,2026/08/27
253,15716357,Checking,49719.02,2,2026/07/18
254,15765520,Checking,290592.03,1,2026/05/12
255,15640133,Credit Card,960.97,2,2025/12/08
256,15759133,Investment,227.58,2,2026/02/14
257,15701160,Savings,110737.74,1,2025/09/12
258,15750545,Credit Card,1345.63,4,2025/11/19
259,15755138,Investment,748.81,2,2025/09/28
260,15740846,Credit Card,95513.55,1,2026/06/03
261,15738291,Savings,45942.41,2,2025/09/14
262,15764922,Credit Card,258205.84,1,2025/12/07
263,15736778,Savings,29726.57,2,2025/10/25
264,15574296,,45833.28,2,2026/01/25
265,15813140,Savings,330.74,2,2026/01/18
266,15698664,Loan,,2,2025/11/06
267,15762793,Investment,51511.29,2,2026/04/15
268,15717879,Loan,77555.22,1,2025/09/07
269,15690620,Loan,56298.2,1,2025/12/31
270,15794273,Investment,70726.07,1,2025/10/19
271,15740868,Investment,83693.07,1,2025/11/19
272,15763898,Savings,241.56,4,2025/09/10
273,15766427,Investment,29814.51,2,2026/05/13
274,15669326,Credit Card,229356.81,1,2025/12/23
275,15737506,Checking,129.01,1,2026/02/25
276,15681758,Investment,181.76,2,2026/04/06
277,15794479,Savings,170216.5,1,2026/02/09
278,15720814,Credit Card,39377.82,2,2026/05/16
279,15642912,Loan,78447.14,1,2026/03/12
280,15569249,Credit Card,16097.46,3,2026/04/28
281,15729970,Checking,118858.76,1,2026/08/25
282,15749807,Savings,403.31,2,2025/09/19
283,15742534,Investment,79065.05,2,2026/02/19
284,15773972,,194886.98,1,2025/10/14
285,15799641,Checking,653.58,2,2025/11/16
286,15655238,Loan,958.63,2,2025/10/01
287,15797165,Loan ,779.04,1,2026/01/17
288,15778149,Loan,538.16,2,2026/03/22
289,15640418,Checking,142417.08,1,2025/10/09
290,15684267,Checking,24096.38,2,2026/06/08
291,15579212,Savings,640.46,1,2026/05/01
292,15775888,Investment,105639.74,1,2025/12/04
293,15621423,SAVINGS,38849.7,3,2025/12/10
294,15698462,Loan,638.99,2,2026/01/09
295,15812766,Savings,64839.9,1,2026/03/17
296,15604588,Checking,86.0,2,2025/09/09
297,15604345,Checking,43712.48,1,2025/11/04
298,15607509,Loan,360.9,2,2026/09/03
299,15630857,Savings,971.76,2,2026/01/08
300,15672467,Checking,44741.2,2,2026/03/19
301,15701238,Credit Card,828.22,2,2026/04/17
302,15593954,Loan,138860.43,1,2026/01/07
303,15777060,Credit Card,488.3,1,2025/09/20
304,15566494,Investment,1292.31,2,2025/12/13
305,15666823,Savings,3.82,2,2026/04/26
306,15593636,Credit Card,141354.24,1,2025/10/21
307,15682421,Loan,584.16,2,2026/05/27
308,15697948,Loan,97.96,2,2026/08/09
309,15672016,Credit Card,887.42,2,2025/12/18
310,15724161,,32685.69,4,2026/05/03
311,15731327,Loan,67054.56,2,2026/03/21
312,15655952,Loan,596.09,2,2026/08/17
313,15575510,Savings,208201.02,1,2026/02/09
314,15566633,Loan,55816.79,2,2026/02/15
315,15576124,Credit Card,41325.81,1,2025/11/23
316,15585595,Checking,45634.5,2,2026/07/22
317,15724334,Investment,435.69,1,2025/09/24
318,15588701,Investment,964.27,2,2026/06/11
319,15784280,Loan,58393.33,2,2026/05/27
320,15751203,Investment,2800.33,2,2025/11/04
321,15599084,Investment,208406.59,1,2026/01/10
322,15596647,Investment,69135.63,1,2026/05/07
323,15607713,Loan,466.9,2,2026/07/26
324,15598338,Loan,78247.44,2,2026/02/02
325,15566312,Credit Card,1016.17,3,2025/12/13
326,15809722,Loan,,2,2026/03/06
327,15628123,Checking,144438.65,1,2025/09/29
328,15749365,Checking,670.87,2,2026/08/10
329,15783522,Investment,114237.41,1,2025/12/23
330,15603565,Credit Card,44223.71,2,2025/10/30
331,15700749,Savings,915.39,1,2026/01/01
332,15681506,Investment,360.32,2,2026/07/24
333,15791268,Checking,82130.69,1,2026/04/13
334,15621432,Savings,389.03,2,2026/02/16
335,15681990,Savings,,2,2025/09/10
336,15578977,Savings,,2,2025/11/27
337,15637178,Savings,504.91,2,2026/01/22
338,15727021,Credit Card,60455.49,2,2026/06/29
339,15650424,Savings,176616.52,1,2025/11/03
340,15706762,Checking,106954.22,2,2026/03/24
341,15701741,Checking,97059.46,1,2026/01/05
342,15715160,Loan,102330.53,2,2025/09/07
343,15700654,Loan,38376.22,2,2025/09/24
344,15622494,Checking,70.26,2,2026/06/27
345,15719294,Investment,825.98,3,2026/08/22
346,15733114,Investment,111.23,2,2026/05/04
347,15695168,Savings,655.19,2,2026/08/21
348,15756932,Checking,1134.31,2,2026/07/05
349,15760880,Credit Card,131.37,2,2025/11/21
350,15691104,Investment,38214.93,2,2026/03/12
351,15694506,,,2,2025/10/18
352,15729689,Savings,64685.31,2,2026/01/08
353,15733491,Loan,62596.81,2,2025/11/22
354,15629511,Credit Card,145185.85,1,2026/05/16
355,15695475,Credit Card,43000.37,2,2025/10/19
356,15604295,Investment,135.75,2,2026/08/20
357,15594084,Checking,340.51,2,2026/07/16
358,15770091,Investment,80397.66,2,2026/02/23
359,15713479,Savings,,2,2026/07/20
360,15685829,,1114.09,2,2025/10/03
361,15752467,Loan,406.7,2,2025/10/03
362,15690796,Savings,829.07,1,2026/03/04
363,15604348,Checking,76.32,2,2026/07/30
364,15739194,Savings,107498.43,2,2025/11/20
365,15696120,Investment,536.13,2,2026/08/28
366,15779913,Checking,62802.65,2,2026/06/04
367,15731815,Loan,25183.69,3,2025/10/27
368,15644753,,160002.83,1,2025/11/06
369,15588456,Credit Card,,1,2026/05/10
370,15708256,Loan,85.12,1,2025/12/31
371,15649239,Credit Card,92.12,2,2026/02/12
372,15709441,Credit Card,100.25,1,2026/06/15
373,15775124,Investment,116.09,2,2026/07/30
374,15696989,Checking,32478.07,3,2026/02/27
375,15746326,Loan,336.44,2,2026/04/15
376,15682778,Investment,143.77,2,2025/12/10
377,15794187,Savings,47637.56,2,2025/09/13
378,15605059,Investment,151620.13,1,2026/08/21
379,15633378,Credit Card,1178.77,2,2026/03/15
380,15775662,Savings,162310.39,1,2026/03/05
381,15771855,Checking,550.55,2,2025/11/10
382,15640917,Loan,621.31,2,2026/01/09
383,15569247,Savings,96218.22,1,2025/09/23
384,15629187,investment,117361.85,1,2026/05/09
385,15716449,Loan,133816.09,1,2026/08/30
386,15771222,Checking,150.07,2,2026/04/15
387,15712960,Loan,184130.25,1,2026/06/16
388,15603203,Investment,1072.31,2,2026/01/31
389,15694409,Credit Card,38533.32,2,2026/06/07
390,15602497,Checking,115382.07,1,2026/08/25
391,15799156,Savings,738.8,2,2026/05/11
392,15775124,Checking,16.5,2,2025/12/09
393,15575417,Loan,83110.25,2,2026/06/20
394,15799186,Loan,1191.18,2,2025/12/07
395,15687765,Checking,105040.46,1,2026/06/08
396,15633141,Loan,,1,2026/02/28
397,15745080,Checking,303.15,1,2026/02/15
398,15713440,Loan,26100.39,3,2026/04/30
399,15758136,Checking ,165575.46,1,2026/01/21
400,15629150,Loan,552.21,2,2026/07/06
401,15747043,Savings,702.71,2,2026/06/13
402,15685653,Credit Card,73750.14,2,2025/11/24
403,15720941,Checking,113148.19,2,2025/10/08
404,15682890,Loan,32108.35,2,2026/06/01
405,15789055,Checking,96343.31,1,2025/11/21
406,15601274,Loan,209095.96,1,2026/04/21
407,15706593,INVESTMENT,5.53,2,2026/02/01
408,15783338,Savings,186960.34,1,2026/01/15
409,15677538,Checking,509.73,1,2026/06/07
410,15587174,Credit Card,116.61,4,2026/03/09
411,15617476,Savings,348.18,2,2026/04/23
412,15743490,Investment,103889.91,1,2025/09/03
413,15642004,Loan,433.27,2,2026/07/26
414,15674991,Checking,464.18,1,2026/05/20
415,15675328,Checking,610.1,2,2026/03/16
416,15646720,Loan,601.49,3,2025/12/06
417,15798964,Savings,22980.67,1,2025/09/12
418,15645847,Checking ,,3,2026/07/17
419,15802466,Investment,534.47,2,2026/03/08
420,15602934,Credit Card,58469.6,2,2026/07/17
421,15808851,Credit Card,115888.51,1,2026/01/03
422,15621644,Loan,102485.45,1,2026/02/14
423,15801863,Credit Card,58889.75,2,2025/10/05
424,15793585,Savings,60.58,2,2026/08/06
425,15704231,Credit Card,779.22,1,2026/06/05
426,15588517,Savings,972.19,2,2026/03/20
427,15783958,Checking,81897.85,2,2025/12/09
428,15793247,Savings,506.89,2,2026/05/29
429,15585067,Checking,167799.89,1,2026/08/18
430,15717290,Investment,47221.16,2,2026/05/15
431,15607395,Savings,65421.89,2,2026/06/12
432,15687310,SAVINGS,40.74,2,2025/11/20
433,15667460,Savings,346.02,2,2026/07/13
434,15589296,Loan,126594.48,1,2026/01/25
435,15603554,Investment,61950.27,3,2026/02/15
436,15813741,Savings,131601.88,1,2026/03/31
437,15700937,Credit Card,588.33,2,2026/07/28
438,15748936,Loan,717.86,2,2026/02/14
439,15767129,Loan,103043.66,1,2025/10/29
440,15649430,Savings,535.91,2,2025/10/22
441,15596397,Checking,522.59,2,2026/05/28
442,15585106,Savings,37052.55,2,2026/08/06
443,15668283,Savings,31722.92,4,2025/10/07
444,15728505,Loan,35728.49,2,2025/09/25
445,15733904,Credit Card,137219.91,1,2025/11/08
446,15773869,Credit Card,140775.15,1,2025/12/03
447,15716236,Credit Card,-4833.28,2,2025/09/19
448,15568120,Savings,70926.01,1,2025/12/15
449,15685372,Checking,153259.09,1,2025/10/27
450,15793247,Credit Card,1156.4,2,2026/05/09
451,15724296,Savings,42720.0,2,2025/12/10
452,15614929,Checking,62229.24,4,2025/10/23
453,15752467,Investment,159.86,2,2025/09/19
454,15787597,Savings,44158.98,2,2026/06/22
455,15636572,Credit Card,640.48,2,2026/07/28
456,15575247,Investment,519.82,2,2026/03/20
457,15753092,Credit Card,99931.27,1,2026/08/05
458,15790689,Checking,99391.06,1,2026/05/11
459,15583863,Savings,122414.05,1,2026/05/30
460,15810826,Credit Card,551.65,2,2026/07/19
461,15805884,Checking,537.58,2,2026/08/28
462,15586039,Investment,14302.57,2,2026/07/02
463,15719649,Investment,41323.21,1,2026/01/12
464,15624072,Loan,36.79,2,2025/09/28
465,15746422,Checking,504.27,1,2026/03/09
466,15812009,Savings,411.36,2,2025/12/25
467,15596060,Savings,119078.11,1,2026/07/10
468,15588461,Investment,224.55,1,2025/10/09
469,15790235,Investment,68757.77,2,2025/09/09
470,15790757,Loan,677.84,2,2025/12/18
471,15711733,Credit Card,848.01,3,2026/08/04
472,15803682,investment,68960.44,3,2026/05/12
473,15568487,Checking,98676.65,1,2025/10/13
474,15594502,Credit Card,,2,2026/04/30
475,15743760,Savings,73964.42,2,2026/07/27
476,15757911,Credit Card,148.93,1,2025/10/04
477,15683363,Loan,945.54,1,2026/03/06
478,15674433,Savings,92152.65,1,2026/06/15
479,15793491,Investment,58300.74,2,2026/04/03
480,15721460,Checking,194588.45,1,2026/03/10
481,15625761,Savings,29025.11,4,2026/08/31
482,15658057,Checking,979.88,3,2025/10/02
483,15757811,Loan,42517.1,1,2026/07/15
484,15645353,Credit Card,45455183.54,1,2026/01/17
485,15592937,Savings,85564.01,1,2026/05/31
486,15629750,Savings,177306.44,1,2025/09/23
487,15776545,Checking,139731.84,1,2025/10/09
488,15606115,Loan,155189.57,1,2026/02/05
489,15631170,Savings,675.99,2,2025/10/12
490,15664035,Checking,719.64,2,2025/12/22
491,15758073,Loan,138651.07,1,2026/05/26
492,15713621,Investment,47753.23,2,2025/10/22
493,15738088,Loan,565.5,2,2025/10/24
494,15797919,Loan,76345.03,2,2025/12/30
495,15784761,Checking,6552.12,3,2026/06/02
496,15794137,Savings,120557.18,1,2026/03/19
497,15780805,Investment,910.22,1,2025/12/09
498,15753215,Credit Card,1225.87,2,2025/12/10
499,15658486,Checking,141835.93,1,2026/05/30
500,15645937,Investment,1103.15,2,2026/08/05
501,15684861,Investment,24407926.74,2,2026/01/08
502,15770968,Loan,-4074.18,2,2026/06/21
503,15596212,Checking,854.96,2,2026/07/20
504,15757577,Loan,,2,2025/12/03
505,15737104,Checking,92841.76,2,2026/06/15
506,15640686,Checking,87593.82,3,2026/06/15
507,15767781,Savings,64095.56,1,2026/04/03
508,15690695,Investment,16.43,2,2025/10/27
509,15621353,Investment,1010.77,2,2026/07/26
510,15788131,Savings,215.07,1,2026/06/25
511,15769389,Savings,140692.34,1,2026/03/05
512,15780870,Loan,107657.72,1,2026/08/14
513,15567399,Savings,98713.27,1,2026/04/25
514,15793881,Investment,46004.35,1,2026/08/28
515,15708193,Loan,994.6,2,2026/08/09
516,15669783,Checking,28053.95,2,2026/04/09
517,15568032,,59714.64,3,2025/10/26
518,15791373,Savings,32958.47,1,2025/11/27
519,15799211,Investment,204369.88,1,2025/12/04
520,15573851,,198.92,3,2026/06/11
521,15594685,Credit Card,1356.27,2,2026/03/27
522,15727198,Credit Card,58111.56,2,2026/05/19
523,15789201,Checking,178408.18,1,2026/02/22
524,15693814,Checking,872.1,2,2026/08/05
525,15808831,Savings,744.33,2,2025/11/22
526,15803790,Credit Card,60762.85,2,2026/06/03
527,15752342,Savings,24582.17,3,2026/07/07
528,15620323,Savings,42805.97,2,2026/04/17
529,15785654,Checking,72746.65,2,2026/03/02
530,15793042,Checking,94206.66,2,2026/02/11
531,15738174,Investment,568.15,2,2026/06/11
532,15589435,Investment,821.28,2,2026/02/16
533,15720083,Investment,818.77,2,2026/03/12
534,15570051,Loan,103782.42,2,2026/04/02
535,15671209,Loan,19220.54,3,2026/07/24
536,15670343,Credit Card,1059.98,2,2026/04/11
537,15695383,Credit Card,195.87,2,2026/02/15
538,15757607,Loan,911.28,1,2026/07/11
539,15758031,Credit Card,60339.47,1,2026/01/04
540,15734609,Investment,682.64,2,2026/06/18
541,15674811,Savings,32631.24,2,2026/06/09
542,15744717,Credit Card,761.34,2,2025/12/21
543,15678572,Credit Card,74819.05,2,2026/03/14
544,15599124,Checking,1048.76,2,2026/06/11
545,15613197,Investment,141.48,2,2026/01/11
546,15584928,Savings,69521.58,2,2026/03/06
547,15638607,Credit Card,1374.88,1,2026/04/22
548,15643828,Loan,267.61,2,2026/04/20
549,15570908,Savings,80789.62,1,2026/03/25
550,15640852,Investment,36473.0,4,2025/09/03
551,15610042,Credit Card,71977.5,1,2025/09/20
552,15686670,Loan,424.64,2,2026/01/26
553,15594594,Loan,88098.72,1,2026/07/05
554,15727490,Credit Card,199.72,1,2025/09/11
555,15760568,Credit Card,45209.42,2,2026/05/26
556,15702912,Credit Card,187.64,1,2025/11/11
557,15720713,Investment,840.77,2,2026/02/04
558,15807923,Savings,143025.57,1,2025/09/06
559,15758056,Checking,536.01,2,2026/02/03
560,15738546,Investment,387.8,2,2025/12/25
561,15648702,Credit Card,43157.19,2,2025/12/21
562,15754849,Checking,61771.3,2,2026/02/11
563,15574004,Investment,40015.38,2,2025/09/14
564,15716605,Loan,46061.49,2,2026/08/22
565,15565891,Loan,22055074.8,2,2026/01/22
566,15683562,Checking,69064.12,1,2026/06/13
567,15699005,Credit Card,178093.62,1,2026/05/22
568,15672056,Checking,,3,2026/06/14
569,15586680,Savings,220086.71,1,2026/06/22
570,15766172,Investment,168288.37,1,2026/06/22
571,15698031,Savings ,61262.24,2,2025/11/21
572,15741094,Credit Card,769.39,2,2025/10/21
573,15772601,Credit Card,45690.12,2,2025/09/22
574,15608338,Loan,28127.14,4,2026/04/26
575,15695474,Investment,62187.04,1,2026/03/04
576,15691543,Loan,110022.8,1,2025/11/21
577,15742480,,27703.6,2,2025/11/12
578,15812767,Checking,796.85,2,2026/01/16
579,15722548,Savings,143736.19,1,2026/03/09
580,15664506,Savings,193504.19,1,2026/06/28
581,15741197,Credit Card,17.15,3,2026/01/08
582,15717426,Credit Card,504.47,1,2025/12/31
583,15624229,Checking,,2,2026/01/12
584,15676091,Savings,780.67,1,2026/02/03
