offer_id,customer_id,offer_type,accepted,date_offered
161,15649738,Personal Loan,False,2026/02/10
162,15736078,Personal Loan,True,2026/02/11
163,15740223,Investment Plan,False,2026/02/12
164,15682541,Credit Card Upgrade,False,2026/02/13
165,15677828,Cashback,True,2026/02/14
166,15713983,Personal Loan,False,2026/02/15
167,15813681,,False,2026/02/16
168,15710671,Credit Card Upgrade,False,2026/02/17
169,15740147,Personal Loan,False,2026/02/18
170,15801293,Insurance Bundle,False,2026/02/19
171,15620204,Insurance Bundle,True,2026/02/20
172,15632365,Cashback,False,2026/02/21
173,15642468,Credit Card Upgrade,True,2026/02/22
174,15645095,Cashback,False,2026/02/23
175,15619045,Cashback,True,2026/02/24
176,15737169,Investment Plan,True,2026/02/25
177,15751137,,False,2026/02/26
178,15641170,Credit Card Upgrade,No,2026/02/27
179,15590637,Personal Loan,False,2026/02/28
180,15689294,Personal Loan,False,2026/03/01
181,15759690,Insurance Bundle,False,2026/03/02
182,15624993,Credit Card Upgrade,True,2026/03/03
183,15624755,Credit Card Upgrade,False,2026/03/04
184,15811588,Personal Loan,False,2026/03/05
185,15650068,Cashback,True,2026/03/06
186,15737814,Personal Loan,False,2026/03/07
187,15787189,Credit Card Upgrade,True,2026/03/08
188,15663987,Credit Card Upgrade,False,2026/03/09
189,15742534,Insurance Bundle,False,2026/03/10
190,15755868,Cashback,True,2026/03/11
191,15675252,Personal Loan,False,2026/03/12
192,15735221,Personal Loan,False,2026/03/13
193,15634551,Investment Plan,False,2026/03/14
194,15588350,Cashback,False,2026/03/15
195,15617617,Insurance Bundle,True,2026/03/16
196,15633877,Personal Loan,True,2026/03/17
197,15636423,Cashback,N,2026/03/18
198,15638272,Insurance Bundle,False,2026/03/19
199,15745533,Insurance Bundle,False,2026/03/20
200,15605275,Insurance Bundle,False,2026/03/21
201,15594502,Insurance Bundle,False,2026/03/22
202,15780254,Investment Plan,false,2026/03/23
203,15616270,Investment Plan,False,2026/03/24
204,15763055,Investment Plan,False,2026/03/25
205,15809087,Personal Loan,True,2026/03/26
206,15806511,Insurance Bundle,True,2026/03/27
207,15644280,Credit Card Upgrade,False,2026/03/28
208,15609623,Personal Loan,0,2026/03/29
209,15741554,Personal Loan,True,2026/03/30
210,15711219,Investment Plan,False,2026/03/31
211,15784280,Cashback,false,2026/04/01
212,15750772,Insurance Bundle,False,2026/04/02
213,15810457,Cashback,False,2026/04/03
214,15697045,Insurance Bundle,False,2026/04/04
215,15717156,Insurance Bundle,False,2026/04/05
216,15633930,Cashback,False,2026/04/06
217,15621687,Insurance Bundle,True,2026/04/07
218,15605698,Credit Card Upgrade,False,2026/04/08
219,15642093,Personal Loan,Yes,2026/04/09
220,15642063,Insurance Bundle,False,2026/04/10
221,15574879,Credit Card Upgrade,True,2026/04/11
222,15617617,Insurance Bundle,True,2026/04/12
223,15586629,Credit Card Upgrade,False,2026/04/13
224,15582180,Cashback,false,2026/04/14
225,15603914,Credit Card Upgrade,True,2026/04/15
226,15679663,Personal Loan,False,2026/04/16
227,15716082,Cashback,False,2026/04/17
228,15640418,Insurance Bundle,True,2026/04/18
229,15737647,Investment Plan,True,2026/04/19
230,15576517,Credit Card Upgrade,False,2026/04/20
231,15585255,Investment Plan,False,2026/04/21
232,15694765,Investment Plan,False,2026/04/22
233,15679663,Insurance Bundle,No,2026/04/23
234,15747174,Investment Plan,False,2026/04/24
235,15718765,Cashback,False,2026/04/25
236,15577751,Cashback,False,2026/04/26
237,15789924,,False,2026/04/27
238,15709994,Investment Plan,False,2026/04/28
239,15566708,Personal Loan,False,2026/04/29
240,15804962,,False,2026/04/30
241,15747503,Personal Loan,True,2026/05/01
242,15812720,Personal Loan,False,2026/05/02
243,15710138,Investment Plan,True,2026/05/03
244,15802823,Personal Loan,False,2026/05/04
245,15725660,Insurance Bundle,False,2026/05/05
246,15608226,Insurance Bundle,False,2026/05/06
247,15569503,Personal Loan,False,2026/05/07
248,15643330,Personal Loan,True,2026/05/08
249,15611579,Credit Card Upgrade,0,2026/05/09
250,15754012,Credit Card Upgrade,False,2026/05/10
251,15621031,Personal Loan,False,2026/05/11
252,15682541,Insurance Bundle,False,2026/05/12
253,15626243,Investment Plan,False,2026/05/13
254,15686885,Personal Loan,False,2026/05/14
255,15783083,Credit Card Upgrade,True,2026/05/15
256,15674148,Personal Loan,False,2026/05/16
257,15590286,Insurance Bundle,False,2026/05/17
258,15747174,Investment Plan,True,2026/05/18
259,15646091,Personal Loan,True,2026/05/19
260,15723008,Insurance Bundle,True,2026/05/20
261,15640421,Investment Plan,True,2026/05/21
262,15646632,Investment Plan,False,2026/05/22
263,15789611,Cashback,False,2026/05/23
264,15761775,Cashback,False,2026/05/24
265,15698664,Insurance Bundle,false,2026/05/25
266,15694805,Personal Loan,False,2026/05/26
267,15705009,Investment Plan,True,2026/05/27
268,15672610,Investment Plan,True,2026/05/28
269,15638463,Personal Loan,False,2026/05/29
270,15714240,Investment Plan,False,2026/05/30
271,15723053,Investment Plan,False,2026/05/31
272,15717995,Credit Card Upgrade,True,2026/06/01
273,15603830,Insurance Bundle,False,2026/06/02
274,15789611,Personal Loan,False,2026/06/03
275,15718843,Insurance Bundle,No,2026/06/04
276,15814664,Personal Loan,No,2026/06/05
277,15772250,Personal Loan,False,2026/06/06
278,15586821,Credit Card Upgrade,True,2026/06/07
279,15662865,Insurance Bundle,False,2026/06/08
280,15661412,Credit Card Upgrade,False,2026/06/09
281,15661249,Insurance Bundle,False,2026/06/10
282,15723671,Credit Card Upgrade,False,2026/06/11
283,15566467,Personal Loan,0,2026/06/12
284,15613656,Personal Loan,False,2026/06/13
285,15624781,Insurance Bundle,True,2026/06/14
286,15755330,Cashback,True,2026/06/15
287,15654183,Credit Card Upgrade,True,2026/06/16
288,15605531,Cashback,True,2026/06/17
289,15601857,Cashback,True,2026/06/18
290,15641480,Insurance Bundle,No,2026/06/19
291,15636982,Investment Plan,false,2026/06/20
292,15633854,Personal Loan,True,2026/06/21
293,15611961,Investment Plan,False,2026/06/22
294,15646784,Personal Loan,True,2026/06/23
295,15810457,Personal Loan,True,2026/06/24
296,15592000,Investment Plan,False,2026/06/25
297,15755863,,False,2026/06/26
298,15771702,Insurance Bundle,False,2026/06/27
299,15647807,Investment Plan,False,2026/06/28
300,15689526,Cashback,True,2026/06/29
301,15718454,Insurance Bundle,False,2026/06/30
302,15668580,Credit Card Upgrade,True,2026/07/01
303,15794580,Credit Card Upgrade,False,2026/07/02
304,15664793,Personal Loan,True,2026/07/03
305,15775490,Insurance Bundle,True,2026/07/04
306,15574830,Credit Card Upgrade,False,2026/07/05
307,15804131,Investment Plan,Y,2026/07/06
308,15676707,Investment Plan,False,2026/07/07
309,15614782,Credit Card Upgrade,Yes,2026/07/08
310,15674720,Credit Card Upgrade,False,2026/07/09
311,15583680,Investment Plan,Y,2026/07/10
312,15644994,Personal Loan,False,2026/07/11
313,15728906,Personal Loan,True,2026/07/12
314,15572728,Cashback,False,2026/07/13
315,15665634,Personal Loan,False,2026/07/14
316,15626507,Investment Plan,False,2026/07/15
317,15751057,Investment Plan,True,2026/07/16
318,15587299,Insurance Bundle,No,2026/07/17
319,15638610,Credit Card Upgrade,True,2026/07/18
320,15631436,Insurance Bundle,True,2026/07/19
321,15664521,Credit Card Upgrade,False,2026/07/20
322,15812356,Investment Plan,False,2026/07/21
323,15674254,Cashback,No,2026/07/22
324,15647890,Insurance Bundle,False,2026/07/23
325,15777994,Credit Card Upgrade,True,2026/07/24
326,15620341,Insurance Bundle,False,2026/07/25
327,15598266,Insurance Bundle,False,2026/07/26
328,15617252,Insurance Bundle,False,2026/07/27
329,15722845,Personal Loan,False,2026/07/28
330,15711455,Investment Plan,True,2026/07/29
331,15601387,Investment Plan,False,2026/07/30
332,15585466,Cashback,Yes,2026/07/31
333,15749019,Cashback,False,2026/08/01
334,15708228,Personal Loan,False,2026/08/02
335,15568595,,False,2026/08/03
336,15734609,Insurance Bundle,True,2026/08/04
337,15670080,Investment Plan,false,2026/08/05
338,15690169,Cashback,False,2026/08/06
339,15671987,Insurance Bundle,false,2026/08/07
340,15773487,Cashback,False,2026/08/08
341,15709846,Insurance Bundle,True,2026/08/09
342,15607278,Insurance Bundle,False,2026/08/10
343,15659800,Personal Loan,False,2026/08/11
344,15643042,Personal Loan,False,2026/08/12
345,15726358,Cashback,False,2026/08/13
346,15590888,Investment Plan,N,2026/08/14
347,15772262,Cashback,True,2026/08/15
348,15642004,Personal Loan,True,2026/08/16
349,15602909,Insurance Bundle,False,2026/08/17
350,15749123,Personal Loan,False,2026/08/18
351,15672145,Insurance Bundle,False,2026/08/19
352,15788131,Cashback,False,2026/08/20
353,15591010,Insurance Bundle,False,2026/08/21
354,15736601,Insurance Bundle,False,2026/08/22
355,15586993,Insurance Bundle,False,2026/08/23
356,15620988,Personal Loan,No,2026/08/24
357,15776921,Credit Card Upgrade,False,2026/08/25
358,15651955,Investment Plan,False,2026/08/26
359,15589881,Insurance Bundle,False,2026/08/27
360,15782210,Cashback,0,2026/08/28
361,15715079,Cashback,False,2026/08/29
362,15584899,Credit Card Upgrade,True,2026/08/30
363,15773520,Personal Loan,False,2026/08/31
364,15658486,Investment Plan,False,2026/09/01
365,15804357,Personal Loan,True,2026/09/02
366,15704014,Cashback,True,2026/09/03
367,15706647,Investment Plan,False,2025/09/03
368,15727251,Cashback,True,2025/09/04
369,15780220,Cashback,True,2025/09/05
370,15584364,Insurance Bundle,False,2025/09/06
371,15677906,Insurance Bundle,True,2025/09/07
372,15642833,Personal Loan,False,2025/09/08
373,15646161,Cashback,True,2025/09/09
374,15758252,,False,2025/09/10
375,15623502,Investment Plan,True,2025/09/11
376,15675964,Personal Loan,False,2025/09/12
377,15610936,Investment Plan,True,2025/09/13
378,15773591,Personal Loan,false,2025/09/14
379,15779743,Personal Loan,True,2025/09/15
380,15738191,Insurance Bundle,False,2025/09/16
381,15705515,Cashback,False,2025/09/17
382,15584364,Cashback,False,2025/09/18
383,15694160,,True,2025/09/19
384,15752186,Insurance Bundle,No,2025/09/20
385,15747014,Credit Card Upgrade,True,2025/09/21
386,15761286,Investment Plan,No,2025/09/22
387,15802758,Insurance Bundle,True,2025/09/23
388,15796313,Cashback,False,2025/09/24
389,15637118,Cashback,True,2025/09/25
390,15743570,Credit Card Upgrade,0,2025/09/26
391,15567860,Insurance Bundle,False,2025/09/27
392,15745826,Investment Plan,False,2025/09/28
393,15566139,Cashback,False,2025/09/29
394,15583580,Cashback,No,2025/09/30
395,15813660,,No,2025/10/01
396,15773868,Insurance Bundle,No,2025/10/02
397,15645095,Insurance Bundle,True,2025/10/03
398,15660636,Cashback,False,2025/10/04
399,15706116,Insurance Bundle,False,2025/10/05
400,15657228,Investment Plan,False,2025/10/06
401,15614834,Insurance Bundle,False,2025/10/07
402,15780835,Credit Card Upgrade,0,2025/10/08
403,15683553,Investment Plan,False,2025/10/09
404,15741275,Personal Loan,True,2025/10/10
405,15715527,Investment Plan,False,2025/10/11
406,15773876,Personal Loan,False,2025/10/12
407,15596405,Insurance Bundle,True,2025/10/13
408,15671137,Personal Loan,True,2025/10/14
409,15585839,Cashback,false,2025/10/15
410,15589493,Credit Card Upgrade,false,2025/10/16
411,15640789,Insurance Bundle,False,2025/10/17
412,15571816,Personal Loan,False,2025/10/18
413,15724834,Personal Loan,False,2025/10/19
414,15787204,Cashback,True,2025/10/20
415,15582246,Personal Loan,True,2025/10/21
416,15581295,Investment Plan,True,2025/10/22
417,15688409,Investment Plan,False,2025/10/23
418,15700964,Personal Loan,True,2025/10/24
419,15778149,Credit Card Upgrade,True,2025/10/25
420,15748947,Insurance Bundle,Y,2025/10/26
421,15625445,Credit Card Upgrade,True,2025/10/27
422,15585192,Investment Plan,False,2025/10/28
423,15695932,Insurance Bundle,True,2025/10/29
424,15724536,Insurance Bundle,True,2025/10/30
425,15631339,Investment Plan,False,2025/10/31
426,15682355,Investment Plan,False,2025/11/01
427,15702175,Investment Plan,False,2025/11/02
428,15756850,Insurance Bundle,False,2025/11/03
429,15671591,,True,2025/11/04
430,15661936,Cashback,False,2025/11/05
431,15636572,Insurance Bundle,False,2025/11/06
432,15763859,Credit Card Upgrade,True,2025/11/07
433,15592765,Credit Card Upgrade,False,2025/11/08
434,15602845,Cashback,No,2025/11/09
435,15624072,Credit Card Upgrade,True,2025/11/10
436,15773789,Cashback,False,2025/11/11
437,15786680,Insurance Bundle,False,2025/11/12
438,15687626,Investment Plan,N,2025/11/13
439,15573171,Personal Loan,True,2025/11/14
440,15690589,,False,2025/11/15
441,15787318,Credit Card Upgrade,False,2025/11/16
442,15813095,Investment Plan,True,2025/11/17
443,15809263,Personal Loan,False,2025/11/18
444,15713426,Cashback,False,2025/11/19
445,15665110,Investment Plan,False,2025/11/20
446,15747503,Investment Plan,False,2025/11/21
447,15680772,Credit Card Upgrade,true,2025/11/22
448,15690440,Insurance Bundle,False,2025/11/23
449,15750769,Personal Loan,True,2025/11/24
450,15605918,Cashback,False,2025/11/25
451,15633546,Insurance Bundle,False,2025/11/26
452,15707674,Investment Plan,False,2025/11/27
453,15773098,Investment Plan,True,2025/11/28
454,15801915,Investment Plan,False,2025/11/29
455,15579914,Cashback,Yes,2025/11/30
456,15637753,Credit Card Upgrade,False,2025/12/01
457,15631800,Personal Loan,False,2025/12/02
458,15566139,Cashback,False,2025/12/03
459,15777639,Credit Card Upgrade,False,2025/12/04
460,15694296,Personal Loan,0,2025/12/05
461,15684367,Investment Plan,False,2025/12/06
462,15591357,Cashback,False,2025/12/07
463,15570533,Investment Plan,false,2025/12/08
464,15779497,Personal Loan,False,2025/12/09
465,15786643,Personal Loan,N,2025/12/10
466,15595047,Insurance Bundle,True,2025/12/11
467,15730447,Personal Loan,True,2025/12/12
468,15794360,Credit Card Upgrade,False,2025/12/13
469,15685329,Investment Plan,True,2025/12/14
470,15735439,Investment Plan,False,2025/12/15
471,15755678,Personal Loan,False,2025/12/16
472,15660475,Investment Plan,true,2025/12/17
473,15631681,Insurance Bundle,False,2025/12/18
474,15570002,Investment Plan,0,2025/12/19
475,15626983,Investment Plan,False,2025/12/20
476,15772363,Investment Plan,False,2025/12/21
477,15669782,Cashback,True,2025/12/22
478,15774179,Investment Plan,False,2025/12/23
479,15791321,Insurance Bundle,False,2025/12/24
480,15641122,Investment Plan,False,2025/12/25
481,15582519,Investment Plan,True,2025/12/26
482,15590146,Insurance Bundle,False,2025/12/27
483,15657937,Insurance Bundle,False,2025/12/28
484,15748473,Investment Plan,False,2025/12/29
485,15653547,Credit Card Upgrade,True,2025/12/30
486,15694677,Cashback,True,2025/12/31
487,15631882,Insurance Bundle,True,2026/01/01
488,15624866,Investment Plan,N,2026/01/02
489,15656176,Personal Loan,False,2026/01/03
490,15690695,Credit Card Upgrade,true,2026/01/04
491,15680736,Personal Loan,False,2026/01/05
492,15632365,Cashback,False,2026/01/06
493,15671987,,False,2026/01/07
494,15704788,Insurance Bundle,No,2026/01/08
495,15622729,Investment Plan,True,2026/01/09
496,15646756,,False,2026/01/10
497,15738042,Investment Plan,False,2026/01/11
498,15743545,Credit Card Upgrade,False,2026/01/12
499,15641715,Cashback,False,2026/01/13
500,15685640,Investment Plan,True,2026/01/14
501,15680736,Investment Plan,False,2026/01/15
502,15583137,Personal Loan,1,2026/01/16
503,15756305,Credit Card Upgrade,False,2026/01/17
504,15580845,Insurance Bundle,True,2026/01/18
505,15725311,Cashback,True,2026/01/19
506,15775293,,True,2026/01/20
507,15669253,Insurance Bundle,False,2026/01/21
508,15612627,Cashback,False,2026/01/22
509,15628274,Credit Card Upgrade,True,2026/01/23
510,15756472,Investment Plan,False,2026/01/24
511,15781409,Cashback,False,2026/01/25
512,15657468,Credit Card Upgrade,True,2026/01/26
513,15576714,Personal Loan,False,2026/01/27
514,15605872,Cashback,True,2026/01/28
515,15766355,Insurance Bundle,False,2026/01/29
516,15736078,Cashback,False,2026/01/30
517,15783029,Personal Loan,False,2026/01/31
518,15621205,Insurance Bundle,True,2026/02/01
519,15665374,Insurance Bundle,False,2026/02/02
520,15714939,Cashback,false,2026/02/03
521,15622507,Cashback,True,2026/02/04
522,15790489,Credit Card Upgrade,0,2026/02/05
523,15692929,Cashback,False,2026/02/06
524,15708505,Insurance Bundle,False,2026/02/07
525,15601589,Personal Loan,False,2026/02/08
526,15677955,Cashback,0,2026/02/09
527,15737556,Personal Loan,False,2026/02/10
528,15807563,Cashback,False,2026/02/11
529,15776725,Insurance Bundle,True,2026/02/12
530,15591286,Personal Loan,No,2026/02/13
531,15625916,Personal Loan,false,2026/02/14
532,15674254,Investment Plan,0,2026/02/15
533,15610156,Investment Plan,False,2026/02/16
534,15812198,Credit Card Upgrade,True,2026/02/17
535,15605950,Cashback,N,2026/02/18
536,15707199,Insurance Bundle,False,2026/02/19
537,15567991,Investment Plan,Yes,2026/02/20
538,15624850,,False,2026/02/21
539,15747974,Credit Card Upgrade,False,2026/02/22
540,15691723,Insurance Bundle,True,2026/02/23
541,15595324,Personal Loan,False,2026/02/24
542,15606887,Credit Card Upgrade,False,2026/02/25
543,15651336,Credit Card Upgrade,N,2026/02/26
544,15623644,,False,2026/02/27
545,15589431,Investment Plan,Yes,2026/02/28
546,15813894,Cashback,False,2026/03/01
547,15578788,Personal Loan,False,2026/03/02
548,15812184,Personal Loan,False,2026/03/03
549,15762455,Personal Loan,True,2026/03/04
550,15750056,,False,2026/03/05
551,15639217,Credit Card Upgrade,False,2026/03/06
552,15661409,Insurance Bundle,True,2026/03/07
553,15755330,Cashback,true,2026/03/08
554,15791321,Credit Card Upgrade,False,2026/03/09
555,15655298,Investment Plan,False,2026/03/10
556,15612615,Investment Plan,true,2026/03/11
557,15786170,Credit Card Upgrade,True,2026/03/12
558,15583580,Personal Loan,True,2026/03/13
559,15812611,Insurance Bundle,True,2026/03/14
560,15586699,Personal Loan,Y,2026/03/15
561,15604551,Insurance Bundle,False,2026/03/16
562,15632669,Credit Card Upgrade,False,2026/03/17
563,15578096,Credit Card Upgrade,False,2026/03/18
564,15734161,Credit Card Upgrade,False,2026/03/19
565,15578375,Personal Loan,No,2026/03/20
566,15725076,Cashback,True,2026/03/21
567,15649112,Credit Card Upgrade,False,2026/03/22
568,15751491,Insurance Bundle,True,2026/03/23
569,15781914,Investment Plan,False,2026/03/24
570,15678720,Credit Card Upgrade,True,2026/03/25
571,15712199,Credit Card Upgrade,False,2026/03/26
572,15593331,Investment Plan,True,2026/03/27
573,15585067,Personal Loan,1,2026/03/28
574,15776939,Investment Plan,True,2026/03/29
575,15712930,Investment Plan,False,2026/03/30
576,15651336,,False,2026/03/31
577,15753874,Personal Loan,False,2026/04/01
578,15775880,Insurance Bundle,0,2026/04/02
579,15639590,Credit Card Upgrade,N,2026/04/03
580,15694677,Personal Loan,True,2026/04/04
581,15656029,Personal Loan,True,2026/04/05
582,15705313,Personal Loan,True,2026/04/06
583,15568429,Insurance Bundle,False,2026/04/07
584,15682070,Credit Card Upgrade,True,2026/04/08
585,15641773,Credit Card Upgrade,False,2026/04/09
586,15703413,Credit Card Upgrade,No,2026/04/10
587,15796957,Cashback,False,2026/04/11
588,15800583,Credit Card Upgrade,False,2026/04/12
589,15713559,Cashback,No,2026/04/13
590,15797227,,True,2026/04/14
591,15601026,Credit Card Upgrade,False,2026/04/15
592,15792004,,False,2026/04/16
593,15617078,Insurance Bundle,False,2026/04/17
594,15694444,Personal Loan,False,2026/04/18
595,15813862,Insurance Bundle,False,2026/04/19
596,15808846,Cashback,False,2026/04/20
597,15630551,Cashback,True,2026/04/21
598,15664214,Insurance Bundle,False,2026/04/22
599,15615126,Cashback,False,2026/04/23
600,15691323,Cashback,No,2026/04/24
601,15791780,Cashback,False,2026/04/25
602,15635240,Insurance Bundle,False,2026/04/26
603,15578251,Personal Loan,False,2026/04/27
604,15598782,Insurance Bundle,False,2026/04/28
605,15662532,Credit Card Upgrade,False,2026/04/29
606,15703923,Investment Plan,False,2026/04/30
607,15568595,Cashback,False,2026/05/01
608,15717489,Cashback,False,2026/05/02
609,15790093,Credit Card Upgrade,False,2026/05/03
610,15713774,Cashback,False,2026/05/04
611,15623219,Personal Loan,False,2026/05/05
612,15591107,Investment Plan,False,2026/05/06
613,15761775,Personal Loan,True,2026/05/07
614,15762928,Credit Card Upgrade,False,2026/05/08
615,15737169,Insurance Bundle,True,2026/05/09
616,15622774,Cashback,False,2026/05/10
617,15753102,Investment Plan,False,2026/05/11
618,15611331,Investment Plan,False,2026/05/12
619,15681671,,False,2026/05/13
